city,region,address,price,price_for_square_metre,total_area,floor,num_of_floors,num_of_rooms,subway,apartment_complex
Київ,Дарницький,наб. Дніпровська,189 817 $,1 084 $,175.1 м²,5,26,5,Осокорки,ЖК Great
Ірпінь,,"вул. Кобилянської Ольги, 1В/19",32 244 $,32 000 грн,41.81 м²,7,9,1,,ЖК Синергія Сіті
Київ,Печерський,"вул. Михайла Бойчука, 41Б",220 000 $,3 235 $,68 м²,25,26,2,Видубичі,ЖК Новопечерська Вежа
Полтава,Київський,"вул. Антона Грицая(Ляхова), 12А",150 000 $,1 938 $,77.4 м²,3,9,2,,
Київ,Дніпровський,"вул. Юрія Поправки(Миколи Лебедєва), 14",62 000 $,1 632 $,37.7 м²,5,25,1,Чернігівська,
Київ,Дарницький,"наб. Дніпровська, 26К",95 000 $,1 848 $,51.4 м²,11,17,1,Осокорки,ЖК Південна Брама
Київ,Солом'янський,"вул. Петра Ніщинського, 12",66 000 $,1 138 $,57.9 м²,2,5,3,Вокзальна,
Київ,Дарницький,"вул. Братства тарасівців(Декабристів), 12/37",79 000 $,952 $,83 м²,21,24,3,Харківська,
Київ,Солом'янський,"вул. Богданівська, 7Г",160 000 $,2 192 $,72.8 м²,2,13,2,Вокзальна,ЖК Малахіт
Київ,Голосіївський,"вул. Академіка Заболотного, 58",64 500 $,1 071 $,60.2 м²,2,18,2,Теремки,
Київ,Голосіївський,"вул. Деміївська, 35",35 500 $,1 282 $,27.7 м²,5,9,1,Деміївська,
Київ,Оболонський,"вул. Богатирська, 6/1",119 000 $,1 322 $,90 м²,7,21,3,Героїв Дніпра,
Київ,Дарницький,"вул. Вишняківська, 7А",89 000 $,829 $,107.3 м²,1,14,4,Позняки,
Київ,Дніпровський,"вул. Юрія Липи, 6А",122 192 $,1 467 €,75 м²,6,16,3,,
Київ,Солом'янський,"вул. Солом'янська, 41 корпус 2",51 000 $,1 457 $,35 м²,11,16,1,Олімпійська,
Київ,Шевченківський,"вул. Богдана Хмельницького, 39",130 000 $,1 757 $,74 м²,13,18,3,Університет,
Київ,Дніпровський,"вул. Райдужна, 10",49 500 $,984 $,50.3 м²,8,9,2,,
Київ,Дарницький,"вул. Світла, 3Д корпус 3",35 000 $,584 $,59.9 м²,11,25,1,Бориспільська,ЖК Східна Брама
Київ,Дніпровський,вул. Андрія Малишка,45 000 $,1 250 $,36 м²,2,9,1,Чернігівська,
Київ,Деснянський,"вул. Рональда Рейгана(Теодора Драйзера), 8А",52 000 $,720 $,72.2 м²,16,16,3,,
Київ,Солом'янський,"просп. Валерія Лобановського(Червонозоряний), 39А",46 000 $,1 087 $,42.3 м²,3,14,1,,
Софіївська Борщагівка,,"вул. Павла Чубинського, 4",88 000 $,989 $,89.2 м²,5,12,3,,ЖК Софія Київська
Київ,Печерський,"вул. Дарвіна, 5",180 000 $,2 353 $,76.5 м²,4,5,3,,
Київ,Солом'янський,"вул. Генерала Шаповала(Механізаторів), 20",124 000 $,1 984 $,65.2 м²,2,23,2,Вокзальна,ЖК Solo Park
Київ,Дарницький,"вул. Драгоманова, 31Б",105 000 $,1 039 $,101.1 м²,9,22,3,Позняки,
Київ,Дніпровський,вул. Микільсько-Слобідська,75 000 $,1 230 $,61 м²,8,26,1,Лівобережна,ЖК Русанівська Гавань
Київ,Дарницький,"просп. Петра Григоренка, 31",71 000 $,1 035 $,68.6 м²,9,16,3,Позняки,
Київ,Святошинський,"бул. Кольцова, 14Л",110 000 $,2 037 $,54 м²,20,22,1,Політехнічний інститут,ЖК Парковий
Київ,Дарницький,"наб. Дніпровська, 19",145 000 $,1 246 $,116.4 м²,3,25,3,,"ЖК вул. Дніпровська набережна, 19, 19а, 19в, 23, 25"
Полтава,Подільський,"вул. Бідного Олександра, 1",59 999 $,984 $,61 м²,6,10,2,,
Дніпро,,"вул. Старокозацька(Комсомольська), 15",53 760 $,1 120 $,48 м²,1,21,1,,ЖК Баку
Київ,Дарницький,"вул. Урлівська, 40",70 000 $,1 313 $,53.3 м²,19,25,1,Осокорки,
Вінниця,Ленінський,вул. Князів Коріатовичів,44 000 $,957 $,46 м²,6,9,2,,
Київ,Солом'янський,"вул. Солом'янська, 35",51 400 $,1 862 $,27.6 м²,1,5,1,Вокзальна,
Київ,Дарницький,"вул. Кам'янська, 6",58 000 $,1 847 $,31.4 м²,5,25,1,Вирлиця,ЖК Метрополія
Київ,Подільський,вул. Івана Виговського(Маршала Гречка),73 000 $,1 079 $,67.64 м²,19,22,2,,ЖК Сирецькі Сади
Київ,Подільський,"вул. Віктора Некрасова(Північно-Сирецька), 12А",58 000 $,1 272 $,45.6 м²,13,25,1,,
Київ,Деснянський,вул. Милославська,68 000 $,750 $,90.7 м²,2,22,3,,
Київ,Солом'янський,"вул. Волинська, 2",56 000 $,871 $,64.3 м²,2,5,3,,
Київ,Шевченківський,"вул. Дегтярівська, 25А корпус 1",84 500 $,1 821 $,46.4 м²,21,24,1,Шулявська,ЖК Космополітен
Київ,Шевченківський,"вул. Казармена(Григорія Андрющенка), 4Б",49 500 $,1 478 $,33.5 м²,1,9,1,Лук'янівська,
Київ,Подільський,"вул. Всеволода Змієнка, 21",96 000 $,1 285 $,74.7 м²,5,25,2,,ЖК Варшавський Плюс
Київ,Подільський,"вул. Олександра Олеся, 5",98 000 $,1 025 $,95.6 м²,12,16,3,,ЖК Варшавський 2
Київ,Голосіївський,"вул. Михайла Максимовича, 3Д",53 500 $,1 546 $,34.6 м²,22,25,1,Васильківська,ЖК 4 сезона
Київ,Солом'янський,"вул. Митрополита Василя Липківського(Урицького), 37В",93 000 $,1 632 $,57 м²,21,26,1,,ЖК Династія
Київ,Шевченківський,"вул. Жилянська, 118",86 000 $,1 623 $,53 м²,17,32,1,Вокзальна,ЖК Елегант
Київ,Солом'янський,"просп. Повітряних Сил(Повітрофлотський), 56Б",95 325 $,1 408 $,67.7 м²,12,26,2,Вокзальна,ЖК Ok'Land
Київ,Дарницький,"вул. Бориса Гмирі, 1/2",117 000 $,1 117 $,104.7 м²,3,14,3,Позняки,
Ірпінь,,"вул. Достоєвського, 1В/19",30 800 $,814 $,37.85 м²,5,9,1,,ЖК Синергія Сіті
Ірпінь,,"вул. Достоєвського, 19",35 800 $,1 116 $,32.07 м²,4,9,1,,ЖК Синергія Сіті
Київ,Подільський,"просп. Європейського Союзу(Правди), 53/46",55 000 $,1 279 $,43 м²,23,26,1,,ЖК Варшавський Плюс
Київ,Голосіївський,"вул. Михайла Максимовича, 26В",80 750 $,1 364 $,59.2 м²,13,19,2,Васильківська,ЖК Нова Англія
Київ,Солом'янський,"просп. Повітряних Сил(Повітрофлотський), 56",54 000 $,1 286 $,42 м²,22,24,1,,ЖК Ok'Land
Київ,Голосіївський,"вул. Зої Бутенко(Сєченова), 10 корпус 1",45 000 $,964 $,46.7 м²,3,5,2,Васильківська,
Київ,Голосіївський,"вул. Михайла Максимовича, 24В",89 000 $,2 171 $,43 м²,14,21,2,Васильківська,ЖК Нова Англія
Київ,Голосіївський,"вул. Антоновича(Горького), 166",179 000 $,2 490 $,71.9 м²,5,12,3,Либідська,
Київ,Голосіївський,"вул. Михайла Максимовича, 26Г",100 000 $,2 439 $,41 м²,6,19,1,Васильківська,ЖК Нова Англія
Київ,Деснянський,"вул. Шолом-Алейхема, 1",55 000 $,853 $,64.5 м²,8,9,3,Чернігівська,
Київ,Голосіївський,"просп. Академіка Глушкова, 9В",165 000 $,1 552 $,106.3 м²,2,24,3,Іподром,
Київ,Святошинський,"вул. Підлісна, 5/21",58 000 $,1 160 $,50 м²,7,9,2,Академмістечко,
Київ,Дарницький,"вул. Архітектора Вербицького, 1В",86 000 $,1 211 $,71 м²,13,23,2,Харківська,ЖК Злагода
Київ,Дарницький,"вул. Братів Чебінєєвих(Чернігівська), 8",85 000 $,1 214 $,70 м²,18,23,3,Вирлиця,ЖК Terracotta
Київ,Голосіївський,"вул. Михайла Максимовича, 26Б",83 000 $,2 231 $,37.2 м²,7,16,1,Васильківська,ЖК Нова Англія
Бровари,Сади,"вул. Драгоманова, 5",145 000 $,1 107 $,131 м²,3,3,3,,
Київ,Солом'янський,"просп. Повітряних Сил(Повітрофлотський), 56",59 800 $,1 359 $,44 м²,22,26,1,Вокзальна,ЖК Ok'Land
Київ,Святошинський,"вул. Генерала Наумова, 1",45 000 $,1 172 $,38.4 м²,2,27,1,Академмістечко,ЖК 4U
Київ,Солом'янський,"вул. Борщагівська, 152А",106 000 $,1 512 $,70.1 м²,10,16,2,Шулявська,
Київ,Солом'янський,"пров. Клінічний, 3",90 000 $,857 $,105 м²,2,2,2,Вокзальна,
Київ,Голосіївський,"бул. Тадея Рильського, 4",84 900 $,1 908 $,44.5 м²,7,9,1,Іподром,
Київ,Солом'янський,"вул. Михайла Максимовича, 32Б",68 000 $,1 371 $,49.6 м²,5,23,1,Васильківська,ЖК Liko-Grad Perfect Town
Київ,Подільський,"вул. Перемишльська(Червонопільська), 2Г",110 000 $,1 913 $,57.5 м²,20,27,2,,
Київ,Дніпровський,"вул. Каховська, 62А",63 000 $,1 969 $,32 м²,24,26,1,Лівобережна,ЖК Каховська
Київ,Дарницький,"вул. Ахматової Анни, 13",148 000 $,1 164 $,127.1 м²,11,29,3,Позняки,
Київ,,"вул. Калинова, 8",54 000 $,906 $,59.6 м²,15,16,2,Берестейська,
Київ,Святошинський,"вул. Симиренка, 18А",31 000 $,1 165 $,26.6 м²,5,9,1,,
Київ,Солом'янський,вул. Михайла Максимовича,65 000 $,1 310 $,49.6 м²,16,23,1,,ЖК Liko-Grad Perfect Town
Київ,Солом'янський,"вул. Сім'ї Ідзиковських, 11/13",51 000 $,1 123 $,45.4 м²,3,5,2,,
Київ,Солом'янський,"вул. Митрополита Василя Липківського(Урицького), 37",53 000 $,1 066 $,49.7 м²,5,9,2,Вокзальна,
Київ,Оболонський,"вул. Вишгородська, 45А/5",190 000 $,2 063 $,92.1 м²,17,26,3,,ЖК Паркове місто
Київ,Подільський,вул. Олександра Олеся,74 000 $,1 254 $,59 м²,11,16,2,,ЖК Варшавський 2
Київ,Шевченківський,"вул. Данила Щербаківського(Щербакова), 52",85 000 $,814 $,104.4 м²,7,20,2,Нивки,ЖК Перлина Нивок
Київ,Святошинський,"бул. Жуля Верна(Ромена Роллана), 13В",53 000 $,898 $,59.6 м²,8,9,3,,
Рівне,Північний,вул. Гайдамацька,60 000 $,1 542 $,38.9 м²,3,4,1,,
Полтава,Подільський,"вул. Головка, 21",97 000 $,697 $,139.2 м²,9,10,5,,"ЖК вул. Головко, 21"
Тернопіль,Бам,вул. Київська,61 000 $,1 109 $,55 м²,6,11,1,,ЖК вул. Київська-Смакули
Одеса,,"вул. Генуезька, 1, 1/1",29 120 $,1 040 $,28 м²,1,26,1,,ЖК Еллада
Ірпінь,,"вул. Троїцька, 15",33 000 $,1 000 $,33 м²,2,4,1,,
Ужгород,Центр,вул. Добрянського,68 000 $,1 744 $,39 м²,4,5,1,,
Вінниця,Ленінський,вул. Марії Литвиненко-Вольгемут,64 999 $,1 016 $,64 м²,4,9,3,,
Нові Петрівці,,"вул. Ново-Київська, 132",28 999 $,747 $,38.8 м²,1,2,1,,
Харків,Холодногірський,"вул. Переяславська, 23 корпус 2",45 000 $,723 $,62.2 м²,4,4,2,Холодна гора,ЖК Околиця
Дніпро,,"вул. Старокозацька(Комсомольська), 15",69 680 $,1 040 $,67 м²,2,21,2,,ЖК Баку
Дніпро,,"вул. Старокозацька(Комсомольська), 15",58 240 $,1 120 $,52 м²,1,21,1,,ЖК Баку
Черкаси,Соснівський,"вул. Байди-Вишневецького, 103",53 000 $,835 $,63.5 м²,10,10,2,,ЖК Рідний Дім
Ірпінь,,"вул. Західна, 8",78 000 $,1 327 $,58.8 м²,2,10,2,,ЖК Rich Town
Ірпінь,,вул. Достоєвського,27 000 $,842 $,32.07 м²,5,9,1,,ЖК Синергія Сіті
Одеса,,"вул. Перлинна, 3",48 000 $,1 043 $,46 м²,17,18,1,,ЖК П'ята перлина
Одеса,Київський,вул. Перлинна,53 600 $,1 301 $,41.2 м²,4,19,1,,ЖК Kadorr City
Київ,Подільський,"вул. Івана Виговського(Маршала Гречка), 44",93 000 $,2 067 $,45 м²,11,26,1,Сирець,ЖК Варшавський Плюс
Рівне,Північний,"вул. Фабрична, 4А",35 000 $,751 $,46.6 м²,4,5,2,,
Полтава,Київський,"вул. Балакіна, 9",145 000 $,1 295 $,112 м²,1,7,3,,
Черкаси,Соснівський,"вул. Праведниці Шулежко(Пушкіна), 33",44 000 $,591 $,74.4 м²,10,17,2,,ЖК вул. Пушкіна
